직원번호,이직여부,나이,성별,결혼상태,집까지거리,교육수준,전공분야,부서,직급,직무,최근승진후경과연수,총근속연수,회사근속연수,현재직무근속연수,현재상사와근속연수,이전근무회사수,월급,급여인상률,스톡옵션수준,성과평가,연간교육횟수,업무몰입도,야근여부,출장빈도,직무만족도,근무환경만족도,인간관계만족도,워라밸만족도
1004,Yes,30,Female,Married,22,3,Life Sciences,Research & Development,1,Research Scientist,0,7,5,2,1,4,2132,11,0,3,2,3,Yes,Travel_Rarely,3,1,2,3
1005,No,50,Male,Married,24,3,Life Sciences,Research & Development,4,Manufacturing Director,1,22,12,11,5,3,13973,18,1,3,2,3,Yes,Travel_Rarely,3,4,4,3
1006,No,38,Male,Married,10,1,Medical,Research & Development,1,Research Scientist,0,3,2,1,2,0,2684,17,1,3,0,3,No,Travel_Frequently,3,3,2,2
1007,No,46,Male,Divorced,7,2,Medical,Research & Development,3,Manufacturing Director,0,13,8,7,7,6,10845,13,1,3,3,3,No,Travel_Rarely,3,4,2,3
1009,No,24,Female,Divorced,17,1,Medical,Research & Development,2,Manufacturing Director,3,5,4,2,2,1,4377,15,2,3,6,2,No,Travel_Rarely,3,4,2,3
1010,Yes,35,Male,Divorced,14,4,Other,Research & Development,1,Laboratory Technician,0,5,4,2,2,1,3743,24,1,4,2,2,Yes,Travel_Rarely,2,3,4,1
1011,No,31,Female,Married,1,1,Life Sciences,Research & Development,2,Manufacturing Director,0,4,4,3,3,1,4148,12,1,3,1,3,No,Travel_Frequently,1,3,3,3
1012,No,18,Male,Single,5,2,Life Sciences,Research & Development,1,Research Scientist,0,0,0,0,0,1,1051,15,0,3,2,3,No,Non-Travel,4,2,4,3
1013,No,54,Female,Married,17,3,Technical Degree,Research & Development,3,Manufacturing Director,0,22,10,7,8,8,10739,11,1,3,2,3,No,Travel_Rarely,3,3,3,3
1014,No,35,Female,Divorced,25,4,Medical,Research & Development,3,Healthcare Representative,10,16,16,10,1,1,10388,11,1,3,3,3,Yes,Travel_Rarely,3,3,3,2
1015,No,30,Female,Married,8,2,Life Sciences,Research & Development,3,Research Director,1,9,8,7,7,0,11416,12,3,3,4,4,Yes,Travel_Rarely,1,2,3,2
1016,Yes,20,Female,Single,11,3,Medical,Research & Development,1,Research Scientist,0,1,1,0,0,1,2600,15,0,3,2,2,Yes,Travel_Rarely,1,4,1,3
1017,Yes,30,Female,Single,5,3,Medical,Research & Development,1,Laboratory Technician,1,4,3,2,2,0,2422,17,0,3,3,3,No,Travel_Frequently,2,2,1,3
1018,No,26,Male,Married,2,2,Medical,Research & Development,2,Manufacturing Director,1,8,8,7,3,1,5472,12,0,3,2,4,No,Travel_Rarely,4,4,2,3
1019,No,22,Male,Married,8,1,Life Sciences,Research & Development,1,Laboratory Technician,1,4,4,3,1,1,2451,15,1,3,3,1,No,Travel_Rarely,1,2,1,2
1022,No,48,Male,Single,6,3,Life Sciences,Research & Development,2,Healthcare Representative,2,19,2,2,2,2,4240,13,0,3,0,2,No,Travel_Rarely,3,1,4,3
1024,No,48,Male,Single,4,4,Life Sciences,Research & Development,3,Healthcare Representative,4,27,15,11,8,7,10999,14,0,3,3,2,No,Travel_Rarely,3,3,2,3
1025,No,41,Female,Single,7,2,Medical,Research & Development,2,Manufacturing Director,2,8,2,2,1,6,5003,14,0,3,6,3,No,Travel_Rarely,3,4,2,3
1026,No,39,Female,Married,1,1,Life Sciences,Research & Development,4,Manufacturing Director,11,21,21,6,8,1,12742,16,1,3,3,2,No,Travel_Rarely,4,4,3,3
1027,No,27,Female,Married,2,4,Life Sciences,Research & Development,2,Manufacturing Director,2,4,3,2,2,0,4227,18,1,3,2,3,No,Travel_Rarely,4,1,2,3
1028,No,35,Male,Divorced,10,3,Other,Research & Development,1,Laboratory Technician,1,3,3,2,2,1,3917,20,1,4,4,3,No,Travel_Rarely,4,2,1,2
1029,No,42,Male,Married,5,2,Marketing,Sales,5,Manager,0,21,1,0,0,6,18303,13,0,3,3,3,No,Travel_Rarely,3,4,2,4
1030,No,50,Male,Married,9,3,Life Sciences,Research & Development,1,Laboratory Technician,0,8,1,0,0,4,2380,18,0,3,5,3,No,Travel_Rarely,4,1,2,3
1032,No,59,Female,Single,2,3,Life Sciences,Research & Development,4,Manufacturing Director,4,30,5,3,3,3,13726,13,0,3,4,2,Yes,Travel_Rarely,4,3,1,3
1033,Yes,37,Female,Married,11,2,Medical,Research & Development,2,Healthcare Representative,0,15,1,0,0,5,4777,15,0,3,2,1,No,Travel_Rarely,2,1,1,1
1034,No,55,Male,Married,18,4,Medical,Research & Development,2,Healthcare Representative,6,17,8,7,7,3,6385,14,2,3,3,3,Yes,Travel_Frequently,2,3,4,3
1035,No,41,Female,Divorced,7,1,Life Sciences,Research & Development,5,Research Director,5,21,21,16,10,1,19973,22,2,4,3,1,No,Non-Travel,3,2,2,3
1036,No,38,Male,Single,3,4,Life Sciences,Sales,2,Sales Executive,0,19,1,0,0,8,6861,12,0,3,1,3,Yes,Travel_Rarely,4,2,3,3
1037,Yes,26,Male,Single,29,2,Medical,Sales,2,Sales Executive,2,7,2,2,2,8,4969,18,0,3,6,1,No,Non-Travel,1,2,4,3
1038,Yes,52,Female,Married,2,1,Marketing,Sales,5,Manager,6,33,32,14,9,1,19845,15,1,3,3,1,No,Travel_Rarely,4,1,4,3
1039,No,44,Female,Married,28,3,Medical,Sales,4,Sales Executive,11,23,12,11,11,3,13320,18,1,3,2,4,Yes,Travel_Rarely,4,4,3,3
1040,No,50,Female,Married,1,3,Life Sciences,Sales,2,Sales Executive,0,19,18,7,13,0,6347,12,1,3,3,3,No,Non-Travel,3,4,1,3
1042,Yes,36,Female,Single,16,4,Life Sciences,Research & Development,1,Laboratory Technician,15,18,17,13,14,1,2743,16,0,3,1,4,No,Travel_Rarely,1,3,3,3
1043,No,39,Female,Single,22,3,Medical,Research & Development,3,Manufacturing Director,2,21,21,6,8,1,10880,13,0,3,2,3,Yes,Travel_Frequently,1,4,3,3
1044,No,33,Female,Single,8,1,Life Sciences,Sales,1,Sales Representative,2,3,2,2,2,0,2342,19,0,3,2,2,No,Non-Travel,4,2,4,2
1045,No,45,Female,Married,11,2,Life Sciences,Sales,4,Manager,1,26,9,3,1,3,17650,13,1,3,4,3,No,Travel_Rarely,4,4,2,4
1046,No,32,Female,Single,29,4,Medical,Research & Development,1,Laboratory Technician,7,10,8,7,7,9,4025,12,0,3,2,3,No,Non-Travel,3,4,2,3
1047,No,34,Male,Divorced,1,4,Marketing,Sales,2,Sales Executive,0,16,15,1,9,0,9725,11,1,3,2,4,No,Travel_Rarely,4,2,4,2
1048,No,59,Male,Married,1,2,Technical Degree,Sales,3,Manager,0,14,6,4,4,3,11904,14,1,3,1,3,Yes,Travel_Rarely,4,2,3,1
1049,No,45,Male,Single,24,4,Medical,Human Resources,1,Human Resources,0,6,6,3,4,1,2177,16,0,3,3,3,No,Travel_Rarely,2,2,1,3
1050,No,53,Female,Married,2,3,Marketing,Sales,3,Sales Executive,6,30,15,7,12,2,7525,12,1,3,2,2,No,Travel_Frequently,2,3,1,3
1052,Yes,36,Male,Divorced,15,3,Other,Research & Development,2,Laboratory Technician,0,9,1,0,0,7,4834,14,1,3,3,3,No,Travel_Rarely,3,1,2,2
1053,Yes,26,Male,Married,2,3,Life Sciences,Research & Development,1,Research Scientist,1,6,3,2,2,6,2042,14,1,3,2,3,Yes,Travel_Frequently,1,1,2,3
1055,No,34,Female,Married,10,4,Life Sciences,Sales,1,Sales Representative,0,1,1,1,0,1,2220,19,1,3,2,3,Yes,Travel_Rarely,3,3,4,3
1056,No,28,Male,Married,10,1,Medical,Sales,1,Sales Representative,0,1,1,0,0,1,1052,22,0,4,5,3,No,Travel_Rarely,2,4,2,3
1060,No,38,Male,Married,3,4,Other,Research & Development,1,Research Scientist,2,8,2,2,2,3,2821,16,1,3,2,3,No,Travel_Frequently,3,3,1,3
1061,No,50,Male,Married,2,4,Medical,Research & Development,5,Research Director,7,29,8,1,7,2,19237,11,1,3,2,3,Yes,Travel_Rarely,3,2,4,2
1062,No,37,Female,Single,3,3,Other,Research & Development,2,Healthcare Representative,0,8,4,3,1,3,4107,15,0,3,3,3,No,Travel_Rarely,2,4,1,2
1066,No,40,Male,Married,26,3,Marketing,Sales,2,Sales Executive,7,8,7,7,5,1,8396,14,1,3,3,3,No,Travel_Rarely,1,3,2,2
1068,No,26,Female,Divorced,1,1,Medical,Research & Development,1,Research Scientist,1,5,5,3,3,1,2007,13,2,3,5,2,No,Travel_Frequently,3,1,3,3
1069,No,46,Male,Divorced,1,4,Medical,Research & Development,5,Research Director,2,23,2,2,2,9,19627,17,2,3,0,3,No,Travel_Rarely,4,4,4,3
1070,No,54,Female,Married,2,4,Life Sciences,Sales,3,Sales Executive,7,13,9,4,0,6,10686,11,1,3,4,2,No,Travel_Rarely,3,3,2,3
1071,No,56,Female,Married,9,3,Medical,Research & Development,1,Research Scientist,0,18,5,4,3,2,2942,19,1,3,4,3,No,Travel_Frequently,3,1,2,3
1073,No,36,Female,Single,12,5,Medical,Research & Development,3,Manufacturing Director,7,15,14,8,8,0,8858,11,0,3,2,2,No,Travel_Rarely,4,4,2,2
1074,No,55,Male,Single,2,1,Medical,Research & Development,4,Manager,6,31,9,7,2,7,16756,15,0,3,3,2,No,Non-Travel,1,3,2,4
1076,No,43,Male,Divorced,25,3,Medical,Sales,3,Sales Executive,0,18,1,0,0,5,10798,13,1,3,5,2,No,Travel_Rarely,4,3,3,3
1077,Yes,20,Female,Single,9,3,Marketing,Sales,1,Sales Representative,0,2,2,2,2,1,2323,14,0,3,3,3,Yes,Travel_Frequently,4,4,2,3
1079,Yes,21,Female,Single,10,3,Life Sciences,Research & Development,1,Laboratory Technician,1,1,1,0,0,1,1416,13,0,3,6,2,No,Travel_Rarely,1,3,1,2
1080,No,46,Female,Divorced,8,4,Life Sciences,Research & Development,2,Research Scientist,1,19,16,13,7,8,4615,23,3,4,2,2,Yes,Travel_Rarely,1,4,1,3
1081,Yes,51,Male,Married,4,4,Life Sciences,Research & Development,1,Research Scientist,2,18,10,0,7,9,2461,12,3,3,2,3,Yes,Travel_Rarely,3,1,3,4
1082,Yes,28,Male,Single,24,2,Technical Degree,Research & Development,3,Healthcare Representative,1,10,10,7,9,1,8722,12,0,3,2,2,No,Non-Travel,1,2,1,2
1083,No,26,Male,Married,1,2,Medical,Research & Development,1,Laboratory Technician,1,6,5,3,3,1,3955,16,2,3,2,2,No,Travel_Rarely,1,1,1,3
1084,No,30,Male,Married,20,3,Other,Research & Development,2,Manufacturing Director,0,7,6,2,2,0,9957,15,1,3,1,3,No,Travel_Rarely,1,3,3,2
1085,No,41,Female,Married,7,2,Technical Degree,Research & Development,1,Research Scientist,0,10,10,6,8,1,3376,13,0,3,3,4,No,Travel_Rarely,3,2,3,3
1088,No,38,Female,Married,17,1,Life Sciences,Research & Development,3,Healthcare Representative,1,20,19,9,9,0,8823,18,1,3,4,2,No,Travel_Rarely,3,3,1,2
1092,No,40,Male,Married,20,4,Technical Degree,Research & Development,3,Healthcare Representative,11,14,11,10,1,4,10322,20,1,4,6,3,No,Travel_Rarely,4,1,4,3
1094,No,27,Male,Married,8,5,Life Sciences,Research & Development,1,Laboratory Technician,1,3,3,2,2,1,4621,19,3,3,4,1,No,Non-Travel,3,1,4,3
1096,No,55,Male,Married,2,1,Life Sciences,Research & Development,3,Manufacturing Director,1,23,3,2,2,3,10976,18,1,3,4,3,No,Travel_Frequently,2,4,2,3
1097,No,28,Female,Single,10,3,Other,Research & Development,2,Research Scientist,1,10,8,7,7,3,3660,13,0,3,4,3,No,Travel_Rarely,3,3,4,4
1098,Yes,44,Male,Married,1,2,Medical,Human Resources,3,Human Resources,3,24,20,6,6,9,10482,14,1,3,1,2,No,Travel_Rarely,1,2,4,3
1099,No,33,Male,Divorced,5,3,Life Sciences,Research & Development,3,Healthcare Representative,1,9,3,2,2,4,7119,15,1,3,2,2,No,Travel_Rarely,4,4,3,3
1100,Yes,35,Male,Single,4,3,Technical Degree,Sales,3,Sales Executive,4,9,8,7,7,0,9582,22,0,4,2,3,Yes,Travel_Rarely,1,4,1,3
1101,Yes,33,Female,Single,29,4,Medical,Research & Development,2,Research Scientist,3,14,13,7,8,1,4508,22,0,4,4,2,No,Travel_Frequently,3,1,2,3
1102,No,28,Male,Divorced,15,2,Life Sciences,Research & Development,1,Laboratory Technician,2,4,4,2,2,1,2207,16,1,3,5,3,No,Travel_Rarely,3,1,4,2
1103,No,34,Male,Single,3,1,Life Sciences,Research & Development,2,Healthcare Representative,0,7,6,2,4,0,7756,17,0,3,1,3,No,Travel_Frequently,4,1,3,2
1105,No,37,Female,Divorced,10,4,Life Sciences,Sales,2,Sales Executive,0,8,1,0,0,2,6694,14,3,3,5,2,Yes,Travel_Rarely,4,4,3,3
1106,Yes,25,Male,Married,4,1,Technical Degree,Research & Development,1,Laboratory Technician,5,7,7,7,6,1,3691,15,1,3,3,3,Yes,Travel_Rarely,4,4,2,4
1107,Yes,26,Male,Divorced,21,3,Medical,Research & Development,1,Laboratory Technician,0,1,1,1,0,1,2377,20,1,4,0,3,No,Travel_Rarely,3,1,3,2
1108,Yes,33,Male,Single,25,3,Medical,Research & Development,1,Research Scientist,2,5,2,2,2,4,2313,20,0,4,0,2,Yes,Travel_Rarely,2,1,2,3
1109,No,42,Male,Married,2,2,Medical,Research & Development,4,Manager,13,23,22,6,7,0,17665,17,1,3,3,3,No,Travel_Rarely,1,4,4,3
1111,Yes,28,Male,Divorced,1,3,Medical,Research & Development,1,Laboratory Technician,0,1,1,0,0,1,2596,15,2,3,2,2,No,Travel_Frequently,2,1,1,3
1113,Yes,50,Male,Single,1,4,Other,Sales,2,Sales Executive,0,5,0,0,0,3,4728,14,0,3,4,3,Yes,Travel_Frequently,3,4,4,3
1114,No,33,Female,Married,7,3,Life Sciences,Sales,2,Sales Executive,0,4,3,2,2,0,4302,17,1,3,3,3,No,Travel_Frequently,2,4,3,3
1115,No,34,Male,Married,3,4,Life Sciences,Research & Development,1,Research Scientist,0,6,0,0,0,3,2979,17,3,3,2,2,No,Non-Travel,4,3,4,3
1116,No,48,Male,Single,1,4,Medical,Research & Development,4,Manager,2,27,5,4,1,2,16885,22,0,4,3,4,No,Non-Travel,4,1,3,2
1117,No,45,Female,Married,9,4,Life Sciences,Sales,2,Sales Executive,4,15,15,10,12,1,5593,13,1,3,2,2,No,Non-Travel,3,2,4,3
1118,No,52,Male,Single,7,4,Life Sciences,Research & Development,3,Healthcare Representative,4,18,8,6,0,7,10445,19,0,3,4,3,No,Travel_Rarely,2,2,4,3
1119,No,38,Male,Divorced,10,4,Marketing,Sales,3,Sales Executive,2,9,8,7,7,0,8740,14,2,3,2,2,Yes,Travel_Rarely,3,3,2,3
1120,No,29,Female,Divorced,28,4,Life Sciences,Research & Development,1,Research Scientist,1,11,7,5,7,4,2514,22,1,4,1,3,No,Travel_Rarely,4,3,1,3
1121,No,28,Female,Divorced,3,3,Medical,Research & Development,3,Manufacturing Director,1,10,9,7,7,0,7655,17,3,3,3,3,No,Travel_Rarely,2,4,2,2
1124,No,46,Male,Married,3,1,Marketing,Sales,4,Manager,4,23,12,9,9,3,17465,12,1,3,3,3,No,Travel_Rarely,3,1,4,3
1125,No,38,Male,Single,2,2,Marketing,Sales,3,Sales Executive,0,10,1,0,0,7,7351,16,0,3,2,3,No,Travel_Rarely,2,4,3,3
1126,No,43,Female,Married,27,3,Life Sciences,Research & Development,3,Manufacturing Director,0,18,8,7,1,8,10820,11,1,3,1,3,No,Travel_Frequently,1,3,3,3
1127,Yes,39,Male,Divorced,2,3,Life Sciences,Research & Development,4,Healthcare Representative,11,21,18,7,5,7,12169,11,3,3,4,3,No,Travel_Frequently,4,1,4,3
1128,No,40,Male,Single,14,3,Medical,Research & Development,5,Research Director,4,21,20,7,9,1,19626,14,0,3,2,2,No,Travel_Rarely,3,3,1,4
1131,No,21,Female,Single,1,1,Technical Degree,Research & Development,1,Research Scientist,2,2,2,2,2,1,2070,11,0,3,6,2,Yes,Travel_Rarely,2,4,3,4
1132,No,39,Male,Single,9,3,Life Sciences,Research & Development,2,Laboratory Technician,0,9,5,4,3,9,6782,15,0,3,2,3,No,Non-Travel,2,3,3,2
1133,No,36,Male,Single,18,4,Life Sciences,Research & Development,2,Manufacturing Director,0,18,11,9,9,2,7779,20,0,4,0,3,No,Non-Travel,4,1,1,3
1135,No,31,Male,Married,20,3,Life Sciences,Sales,1,Sales Representative,2,3,2,2,2,0,2791,12,1,3,4,4,No,Travel_Frequently,4,3,1,3
1136,No,28,Male,Married,2,1,Life Sciences,Research & Development,1,Research Scientist,0,6,5,3,4,0,3201,17,0,3,2,2,No,Travel_Rarely,2,1,1,1
1137,No,35,Male,Divorced,11,2,Marketing,Sales,2,Sales Executive,0,5,5,2,2,1,4968,11,1,3,3,3,No,Travel_Frequently,4,4,4,3
1138,No,49,Male,Married,8,4,Technical Degree,Sales,4,Sales Executive,2,22,9,8,3,6,13120,17,1,3,3,2,No,Travel_Rarely,2,4,2,3
1140,No,34,Male,Single,2,2,Life Sciences,Research & Development,2,Manufacturing Director,0,5,3,2,2,2,4033,11,0,3,3,3,No,Travel_Frequently,3,4,4,2
1143,No,29,Female,Divorced,10,3,Life Sciences,Research & Development,1,Research Scientist,1,8,7,5,1,0,3291,14,2,3,2,3,No,Travel_Frequently,2,4,4,2
1148,No,42,Male,Single,29,3,Medical,Research & Development,2,Laboratory Technician,0,16,1,0,0,4,4272,19,0,3,3,1,No,Travel_Rarely,4,2,1,3
1150,No,29,Male,Married,8,1,Medical,Research & Development,2,Manufacturing Director,1,10,10,7,2,1,5056,15,1,3,2,2,Yes,Travel_Rarely,4,2,3,2
1152,No,38,Male,Married,1,3,Human Resources,Human Resources,1,Human Resources,5,7,7,6,0,1,2844,13,1,3,2,4,No,Travel_Rarely,3,3,4,4
1154,No,28,Male,Divorced,6,3,Life Sciences,Research & Development,1,Research Scientist,0,3,3,1,2,1,2703,14,1,3,2,2,Yes,Travel_Frequently,3,3,4,3
1156,Yes,18,Male,Single,8,1,Medical,Research & Development,1,Laboratory Technician,0,0,0,0,0,1,1904,12,0,3,0,3,No,Non-Travel,3,3,4,3
1157,Yes,33,Female,Single,9,4,Marketing,Sales,2,Sales Executive,0,6,5,2,3,0,8224,17,0,3,3,3,Yes,Travel_Rarely,1,1,1,3
1158,No,41,Male,Married,12,4,Life Sciences,Research & Development,1,Laboratory Technician,0,6,1,0,0,3,4766,11,1,3,4,3,Yes,Travel_Rarely,4,2,1,3
1160,Yes,31,Male,Married,15,3,Medical,Research & Development,1,Laboratory Technician,2,2,2,2,2,1,2610,12,1,3,5,3,No,Travel_Frequently,3,3,3,2
1161,No,37,Female,Divorced,25,2,Medical,Research & Development,2,Healthcare Representative,1,9,6,2,3,7,5731,13,2,3,2,2,No,Travel_Rarely,4,3,3,3
1162,No,27,Male,Married,6,3,Life Sciences,Research & Development,1,Research Scientist,2,4,4,2,2,1,2539,13,1,3,0,2,No,Travel_Rarely,3,4,3,3
1163,No,34,Female,Married,9,1,Life Sciences,Sales,2,Sales Executive,1,6,6,5,3,1,5714,20,0,4,3,3,No,Travel_Rarely,3,2,1,2
1164,No,35,Male,Single,8,4,Technical Degree,Human Resources,1,Human Resources,1,6,5,4,4,1,4323,17,0,3,2,3,No,Travel_Rarely,3,3,2,1
1165,Yes,29,Female,Married,23,1,Life Sciences,Sales,3,Sales Executive,3,11,11,8,10,1,7336,13,1,3,3,2,No,Travel_Rarely,1,4,1,1
1166,No,40,Female,Single,9,4,Medical,Research & Development,3,Research Director,2,20,18,7,13,9,13499,17,0,3,3,3,No,Travel_Frequently,3,2,3,2
1167,Yes,42,Male,Single,12,3,Life Sciences,Sales,4,Sales Executive,13,22,21,9,14,0,13758,12,0,3,2,3,Yes,Travel_Frequently,1,3,2,2
1171,No,42,Male,Single,4,4,Marketing,Sales,2,Sales Executive,1,9,6,4,5,7,5155,13,0,3,3,3,No,Travel_Rarely,1,2,4,4
1172,No,35,Male,Married,1,4,Medical,Research & Development,1,Laboratory Technician,1,10,8,0,7,6,2258,12,1,3,2,2,No,Travel_Rarely,3,4,2,3
1173,No,24,Male,Single,24,3,Medical,Research & Development,1,Laboratory Technician,1,6,4,3,2,8,3597,22,0,4,2,3,No,Travel_Rarely,2,4,4,3
1175,Yes,28,Female,Married,12,1,Life Sciences,Research & Development,1,Laboratory Technician,0,1,1,1,0,1,2515,11,0,3,4,3,Yes,Travel_Rarely,4,3,4,2
1177,No,26,Male,Married,3,4,Medical,Research & Development,1,Laboratory Technician,0,8,8,7,7,1,4420,22,1,4,2,4,No,Travel_Rarely,4,1,2,3
1179,No,30,Male,Married,10,3,Marketing,Sales,2,Sales Executive,1,10,10,3,4,1,6578,18,1,3,3,2,No,Travel_Rarely,3,3,1,3
1180,No,40,Female,Married,26,2,Medical,Research & Development,2,Research Scientist,0,16,1,1,0,3,4422,13,1,3,3,2,Yes,Travel_Frequently,4,3,4,1
1182,No,35,Male,Divorced,2,3,Life Sciences,Research & Development,3,Manufacturing Director,6,15,7,7,4,2,10274,18,1,3,2,2,No,Travel_Rarely,2,3,2,4
1184,No,34,Male,Single,1,3,Medical,Research & Development,2,Healthcare Representative,4,14,13,9,9,0,5343,20,0,4,3,2,No,Travel_Frequently,1,4,3,3
1185,No,35,Male,Married,4,4,Other,Research & Development,1,Laboratory Technician,2,2,2,2,2,1,2376,13,1,3,2,2,No,Travel_Frequently,4,4,2,4
1188,Yes,43,Female,Single,9,3,Marketing,Sales,2,Sales Executive,1,7,4,3,3,8,5346,13,0,3,2,1,No,Travel_Rarely,3,1,2,2
1190,No,32,Female,Divorced,2,1,Life Sciences,Sales,1,Sales Representative,0,1,1,0,0,1,2827,12,3,3,3,3,No,Non-Travel,1,3,3,3
1191,No,56,Female,Divorced,4,4,Technical Degree,Research & Development,5,Manager,4,28,5,2,2,4,19943,13,1,3,2,3,No,Travel_Rarely,1,4,4,3
1192,No,29,Female,Married,6,1,Medical,Research & Development,1,Laboratory Technician,0,10,10,8,8,1,3131,13,1,3,5,3,No,Travel_Rarely,4,2,1,3
1193,No,19,Male,Single,9,2,Life Sciences,Research & Development,1,Research Scientist,0,1,1,1,0,1,2552,25,0,4,4,3,No,Travel_Rarely,1,3,3,3
1195,No,45,Female,Married,7,3,Medical,Research & Development,1,Research Scientist,0,7,3,2,2,4,4477,19,1,3,2,3,Yes,Travel_Rarely,3,1,3,2
1196,No,37,Female,Married,1,3,Life Sciences,Research & Development,2,Manufacturing Director,3,14,14,8,11,1,6474,13,1,3,2,2,No,Travel_Rarely,4,4,2,2
1198,No,20,Male,Single,3,3,Life Sciences,Research & Development,1,Laboratory Technician,1,2,2,2,2,1,3033,12,0,3,2,2,No,Travel_Rarely,3,1,1,2
1200,Yes,44,Male,Single,10,4,Life Sciences,Research & Development,1,Research Scientist,0,6,6,4,2,1,2936,11,0,3,4,3,Yes,Travel_Rarely,3,3,3,3
1201,No,53,Female,Divorced,7,2,Medical,Research & Development,5,Manager,4,26,7,7,7,3,18606,18,1,3,6,3,No,Travel_Rarely,3,4,2,3
1202,No,29,Female,Married,15,1,Life Sciences,Research & Development,1,Research Scientist,1,6,5,4,3,0,2168,18,1,3,2,1,Yes,Travel_Rarely,4,2,1,2
1203,Yes,22,Male,Married,3,4,Life Sciences,Research & Development,1,Research Scientist,0,1,0,0,0,0,2853,11,1,3,5,2,Yes,Travel_Frequently,4,3,2,3
1204,No,46,Female,Married,2,3,Marketing,Sales,4,Manager,15,28,26,15,9,8,17048,23,0,4,2,3,No,Travel_Rarely,1,3,1,3
1206,No,44,Male,Single,17,3,Life Sciences,Research & Development,1,Research Scientist,0,6,0,0,0,2,2290,13,0,3,3,1,No,Non-Travel,3,4,4,3
1207,No,33,Male,Married,2,3,Human Resources,Human Resources,1,Human Resources,1,5,5,4,4,1,3600,13,1,3,2,3,No,Travel_Rarely,3,2,4,3
1210,Yes,41,Male,Divorced,5,2,Life Sciences,Research & Development,1,Research Scientist,0,5,1,0,0,6,2107,17,1,3,2,2,No,Non-Travel,1,1,1,1
1211,No,30,Male,Divorced,29,4,Life Sciences,Sales,2,Sales Executive,0,8,4,3,3,8,4115,19,3,3,3,3,No,Travel_Rarely,1,3,3,3
1212,No,40,Male,Married,2,4,Medical,Sales,2,Sales Executive,0,5,0,0,0,5,4327,12,3,3,2,3,No,Travel_Frequently,2,2,4,3
1215,No,50,Female,Married,2,3,Medical,Research & Development,4,Manager,2,32,2,2,2,2,17856,22,1,4,3,3,No,Travel_Frequently,1,4,3,3
1216,No,28,Male,Married,19,4,Medical,Research & Development,1,Laboratory Technician,3,6,6,5,3,1,3196,12,3,3,2,2,No,Travel_Rarely,1,4,3,3
1217,No,46,Male,Married,15,2,Life Sciences,Research & Development,5,Research Director,0,25,4,2,3,5,19081,11,1,3,2,3,No,Travel_Rarely,2,4,1,3
1218,No,35,Male,Married,17,4,Life Sciences,Sales,2,Sales Executive,1,15,7,7,7,3,8966,15,3,3,2,3,Yes,Travel_Rarely,1,3,4,3
1219,Yes,24,Female,Married,17,2,Life Sciences,Research & Development,1,Laboratory Technician,0,1,1,0,0,1,2210,13,1,3,3,3,No,Travel_Rarely,2,4,1,1
1220,No,33,Female,Married,25,3,Medical,Sales,2,Sales Executive,0,10,10,7,1,1,4539,12,1,3,3,3,No,Travel_Frequently,3,2,1,2
1221,No,36,Male,Divorced,6,4,Life Sciences,Research & Development,1,Laboratory Technician,1,7,7,7,7,1,2741,14,1,3,4,1,No,Travel_Rarely,3,3,3,3
1224,No,30,Male,Divorced,7,4,Life Sciences,Research & Development,2,Laboratory Technician,8,10,10,7,9,1,3491,13,3,3,4,3,No,Travel_Rarely,3,3,1,2
1225,No,44,Male,Single,29,4,Other,Research & Development,2,Research Scientist,13,20,20,11,17,1,4541,25,0,4,3,3,No,Travel_Rarely,4,4,2,3
1226,No,20,Male,Single,21,3,Marketing,Sales,1,Sales Representative,2,2,2,1,2,1,2678,17,0,3,2,4,No,Travel_Rarely,4,3,4,3
1228,No,46,Male,Divorced,2,4,Technical Degree,Research & Development,2,Manufacturing Director,1,12,6,3,4,2,7379,11,1,3,3,3,No,Travel_Rarely,4,4,3,2
1231,No,42,Male,Married,2,5,Medical,Human Resources,2,Human Resources,0,10,4,3,3,7,6272,16,1,3,3,4,No,Non-Travel,1,4,1,4
1233,No,60,Male,Divorced,7,4,Marketing,Sales,2,Sales Executive,1,12,11,7,9,0,5220,18,1,3,3,4,Yes,Travel_Rarely,4,2,2,3
1234,No,32,Female,Married,13,3,Other,Research & Development,1,Laboratory Technician,2,2,2,2,2,1,2743,20,1,4,2,2,No,Travel_Frequently,2,3,3,3
1235,No,32,Female,Single,2,2,Life Sciences,Research & Development,2,Research Scientist,0,10,8,7,7,4,4998,14,0,3,2,3,Yes,Travel_Frequently,3,4,4,3
1237,No,36,Female,Divorced,1,3,Technical Degree,Research & Development,3,Manufacturing Director,7,17,7,7,7,2,10252,21,1,4,2,1,Yes,Travel_Rarely,1,3,3,3
1238,No,33,Male,Married,9,3,Medical,Research & Development,1,Research Scientist,4,15,14,10,10,0,2781,13,1,3,5,3,No,Travel_Rarely,4,1,2,3
1239,No,40,Female,Divorced,10,3,Technical Degree,Sales,2,Sales Executive,1,7,5,1,3,7,6852,12,1,3,2,2,No,Travel_Rarely,2,2,2,4
1240,No,25,Male,Single,10,4,Life Sciences,Sales,2,Sales Executive,1,5,4,3,1,0,4950,14,0,3,4,3,No,Travel_Rarely,4,3,2,3
1241,No,30,Male,Married,1,3,Medical,Research & Development,1,Research Scientist,5,12,11,9,7,0,3579,21,1,4,2,3,Yes,Travel_Rarely,2,4,1,3
