매장ID,요일,날짜,영업여부,프로모션여부,공휴일여부,학교휴교여부
53,7,2015-08-23,0.0,0,0,0
56,7,2015-08-23,0.0,0,0,1
58,7,2015-08-23,0.0,0,0,0
61,7,2015-08-23,0.0,0,0,0
62,7,2015-08-23,0.0,0,0,0
63,7,2015-08-23,0.0,0,0,0
64,7,2015-08-23,0.0,0,0,0
66,7,2015-08-23,0.0,0,0,0
67,7,2015-08-23,0.0,0,0,0
68,7,2015-08-23,0.0,0,0,0
69,7,2015-08-23,0.0,0,0,1
70,7,2015-08-23,0.0,0,0,1
71,7,2015-08-23,0.0,0,0,0
72,7,2015-08-23,0.0,0,0,0
73,7,2015-08-23,0.0,0,0,0
74,7,2015-08-23,0.0,0,0,0
75,7,2015-08-23,0.0,0,0,0
76,7,2015-08-23,0.0,0,0,0
77,7,2015-08-23,0.0,0,0,1
79,7,2015-08-23,0.0,0,0,0
80,7,2015-08-23,0.0,0,0,0
81,7,2015-08-23,0.0,0,0,0
82,7,2015-08-23,0.0,0,0,0
83,7,2015-08-23,0.0,0,0,0
84,7,2015-08-23,0.0,0,0,0
86,7,2015-08-23,0.0,0,0,0
89,7,2015-08-23,0.0,0,0,0
90,7,2015-08-23,0.0,0,0,0
91,7,2015-08-23,0.0,0,0,0
92,7,2015-08-23,0.0,0,0,0
93,7,2015-08-23,0.0,0,0,0
94,7,2015-08-23,0.0,0,0,0
98,7,2015-08-23,0.0,0,0,0
99,7,2015-08-23,0.0,0,0,0
100,7,2015-08-23,0.0,0,0,0
101,7,2015-08-23,0.0,0,0,0
102,7,2015-08-23,0.0,0,0,0
105,7,2015-08-23,0.0,0,0,0
107,7,2015-08-23,0.0,0,0,1
108,7,2015-08-23,0.0,0,0,0
109,7,2015-08-23,0.0,0,0,0
110,7,2015-08-23,0.0,0,0,0
111,7,2015-08-23,0.0,0,0,1
112,7,2015-08-23,0.0,0,0,1
113,7,2015-08-23,0.0,0,0,0
115,7,2015-08-23,0.0,0,0,0
117,7,2015-08-23,0.0,0,0,0
118,7,2015-08-23,0.0,0,0,0
119,7,2015-08-23,0.0,0,0,0
120,7,2015-08-23,0.0,0,0,1
122,7,2015-08-23,1.0,0,0,0
124,7,2015-08-23,0.0,0,0,0
126,7,2015-08-23,0.0,0,0,0
127,7,2015-08-23,0.0,0,0,0
128,7,2015-08-23,0.0,0,0,1
129,7,2015-08-23,0.0,0,0,0
130,7,2015-08-23,0.0,0,0,1
131,7,2015-08-23,0.0,0,0,0
132,7,2015-08-23,0.0,0,0,0
135,7,2015-08-23,0.0,0,0,1
136,7,2015-08-23,0.0,0,0,0
137,7,2015-08-23,0.0,0,0,0
139,7,2015-08-23,0.0,0,0,0
140,7,2015-08-23,0.0,0,0,1
141,7,2015-08-23,0.0,0,0,0
142,7,2015-08-23,0.0,0,0,0
143,7,2015-08-23,0.0,0,0,0
144,7,2015-08-23,0.0,0,0,0
145,7,2015-08-23,0.0,0,0,0
146,7,2015-08-23,0.0,0,0,0
147,7,2015-08-23,0.0,0,0,0
149,7,2015-08-23,0.0,0,0,0
150,7,2015-08-23,0.0,0,0,0
152,7,2015-08-23,0.0,0,0,0
153,7,2015-08-23,0.0,0,0,0
154,7,2015-08-23,0.0,0,0,1
155,7,2015-08-23,0.0,0,0,0
157,7,2015-08-23,0.0,0,0,0
158,7,2015-08-23,0.0,0,0,0
159,7,2015-08-23,0.0,0,0,0
160,7,2015-08-23,0.0,0,0,1
161,7,2015-08-23,0.0,0,0,0
162,7,2015-08-23,0.0,0,0,1
164,7,2015-08-23,0.0,0,0,0
165,7,2015-08-23,0.0,0,0,0
166,7,2015-08-23,0.0,0,0,0
168,7,2015-08-23,0.0,0,0,0
169,7,2015-08-23,0.0,0,0,0
170,7,2015-08-23,0.0,0,0,0
171,7,2015-08-23,0.0,0,0,0
172,7,2015-08-23,0.0,0,0,0
174,7,2015-08-23,0.0,0,0,0
175,7,2015-08-23,0.0,0,0,0
176,7,2015-08-23,0.0,0,0,0
179,7,2015-08-23,0.0,0,0,0
180,7,2015-08-23,0.0,0,0,0
181,7,2015-08-23,0.0,0,0,0
182,7,2015-08-23,0.0,0,0,1
183,7,2015-08-23,0.0,0,0,0
184,7,2015-08-23,0.0,0,0,0
186,7,2015-08-23,0.0,0,0,0
187,7,2015-08-23,0.0,0,0,0
188,7,2015-08-23,0.0,0,0,0
189,7,2015-08-23,0.0,0,0,0
190,7,2015-08-23,0.0,0,0,0
191,7,2015-08-23,0.0,0,0,0
192,7,2015-08-23,0.0,0,0,0
193,7,2015-08-23,0.0,0,0,0
194,7,2015-08-23,0.0,0,0,0
195,7,2015-08-23,0.0,0,0,0
197,7,2015-08-23,0.0,0,0,0
199,7,2015-08-23,0.0,0,0,0
200,7,2015-08-23,0.0,0,0,0
201,7,2015-08-23,0.0,0,0,0
202,7,2015-08-23,0.0,0,0,1
204,7,2015-08-23,0.0,0,0,0
206,7,2015-08-23,0.0,0,0,0
207,7,2015-08-23,0.0,0,0,0
209,7,2015-08-23,1.0,0,0,0
210,7,2015-08-23,0.0,0,0,0
212,7,2015-08-23,0.0,0,0,0
213,7,2015-08-23,0.0,0,0,0
214,7,2015-08-23,0.0,0,0,0
215,7,2015-08-23,0.0,0,0,0
216,7,2015-08-23,0.0,0,0,0
217,7,2015-08-23,0.0,0,0,0
218,7,2015-08-23,0.0,0,0,0
219,7,2015-08-23,0.0,0,0,0
220,7,2015-08-23,0.0,0,0,0
221,7,2015-08-23,0.0,0,0,0
224,7,2015-08-23,0.0,0,0,0
226,7,2015-08-23,0.0,0,0,1
227,7,2015-08-23,0.0,0,0,0
228,7,2015-08-23,0.0,0,0,0
229,7,2015-08-23,0.0,0,0,0
230,7,2015-08-23,0.0,0,0,0
231,7,2015-08-23,0.0,0,0,0
233,7,2015-08-23,0.0,0,0,1
234,7,2015-08-23,0.0,0,0,0
235,7,2015-08-23,0.0,0,0,1
238,7,2015-08-23,0.0,0,0,0
239,7,2015-08-23,0.0,0,0,0
241,7,2015-08-23,0.0,0,0,0
242,7,2015-08-23,0.0,0,0,1
243,7,2015-08-23,0.0,0,0,0
244,7,2015-08-23,0.0,0,0,0
245,7,2015-08-23,0.0,0,0,1
246,7,2015-08-23,0.0,0,0,0
247,7,2015-08-23,0.0,0,0,1
248,7,2015-08-23,0.0,0,0,0
249,7,2015-08-23,0.0,0,0,0
250,7,2015-08-23,0.0,0,0,1
251,7,2015-08-23,0.0,0,0,0
252,7,2015-08-23,0.0,0,0,0
253,7,2015-08-23,0.0,0,0,0
254,7,2015-08-23,0.0,0,0,0
255,7,2015-08-23,0.0,0,0,0
256,7,2015-08-23,0.0,0,0,0
258,7,2015-08-23,0.0,0,0,0
259,7,2015-08-23,1.0,0,0,1
262,7,2015-08-23,1.0,0,0,0
263,7,2015-08-23,0.0,0,0,0
265,7,2015-08-23,0.0,0,0,0
267,7,2015-08-23,0.0,0,0,0
268,7,2015-08-23,0.0,0,0,1
269,7,2015-08-23,0.0,0,0,0
272,7,2015-08-23,0.0,0,0,1
273,7,2015-08-23,0.0,0,0,0
274,7,2015-08-23,1.0,0,0,1
275,7,2015-08-23,0.0,0,0,0
277,7,2015-08-23,0.0,0,0,0
278,7,2015-08-23,0.0,0,0,0
279,7,2015-08-23,0.0,0,0,0
280,7,2015-08-23,0.0,0,0,0
281,7,2015-08-23,0.0,0,0,0
283,7,2015-08-23,0.0,0,0,0
284,7,2015-08-23,0.0,0,0,0
285,7,2015-08-23,0.0,0,0,1
287,7,2015-08-23,0.0,0,0,0
288,7,2015-08-23,0.0,0,0,0
289,7,2015-08-23,0.0,0,0,1
290,7,2015-08-23,0.0,0,0,0
294,7,2015-08-23,0.0,0,0,1
295,7,2015-08-23,0.0,0,0,0
296,7,2015-08-23,0.0,0,0,1
297,7,2015-08-23,0.0,0,0,0
298,7,2015-08-23,0.0,0,0,0
299,7,2015-08-23,1.0,0,0,0
300,7,2015-08-23,0.0,0,0,1
301,7,2015-08-23,0.0,0,0,0
302,7,2015-08-23,0.0,0,0,1
303,7,2015-08-23,0.0,0,0,0
304,7,2015-08-23,0.0,0,0,1
305,7,2015-08-23,0.0,0,0,1
306,7,2015-08-23,0.0,0,0,0
308,7,2015-08-23,0.0,0,0,0
309,7,2015-08-23,0.0,0,0,0
310,7,2015-08-23,1.0,0,0,0
311,7,2015-08-23,0.0,0,0,1
312,7,2015-08-23,0.0,0,0,1
314,7,2015-08-23,0.0,0,0,0
315,7,2015-08-23,0.0,0,0,0
316,7,2015-08-23,0.0,0,0,0
317,7,2015-08-23,0.0,0,0,0
319,7,2015-08-23,0.0,0,0,0
320,7,2015-08-23,0.0,0,0,0
323,7,2015-08-23,0.0,0,0,0
325,7,2015-08-23,0.0,0,0,0
326,7,2015-08-23,0.0,0,0,0
328,7,2015-08-23,0.0,0,0,0
329,7,2015-08-23,0.0,0,0,0
330,7,2015-08-23,0.0,0,0,0
331,7,2015-08-23,0.0,0,0,0
333,7,2015-08-23,0.0,0,0,0
334,7,2015-08-23,0.0,0,0,0
335,7,2015-08-23,1.0,0,0,0
336,7,2015-08-23,0.0,0,0,1
337,7,2015-08-23,0.0,0,0,1
338,7,2015-08-23,0.0,0,0,1
339,7,2015-08-23,0.0,0,0,0
340,7,2015-08-23,0.0,0,0,0
341,7,2015-08-23,0.0,0,0,0
342,7,2015-08-23,0.0,0,0,0
343,7,2015-08-23,0.0,0,0,0
344,7,2015-08-23,0.0,0,0,0
345,7,2015-08-23,0.0,0,0,0
346,7,2015-08-23,0.0,0,0,0
347,7,2015-08-23,0.0,0,0,0
348,7,2015-08-23,0.0,0,0,0
350,7,2015-08-23,0.0,0,0,1
351,7,2015-08-23,0.0,0,0,0
352,7,2015-08-23,0.0,0,0,0
353,7,2015-08-23,1.0,0,0,0
354,7,2015-08-23,0.0,0,0,0
355,7,2015-08-23,0.0,0,0,0
356,7,2015-08-23,0.0,0,0,0
358,7,2015-08-23,0.0,0,0,0
359,7,2015-08-23,0.0,0,0,0
362,7,2015-08-23,0.0,0,0,1
364,7,2015-08-23,0.0,0,0,0
365,7,2015-08-23,0.0,0,0,0
367,7,2015-08-23,0.0,0,0,0
368,7,2015-08-23,0.0,0,0,0
369,7,2015-08-23,0.0,0,0,1
370,7,2015-08-23,0.0,0,0,0
371,7,2015-08-23,0.0,0,0,1
372,7,2015-08-23,0.0,0,0,0
373,7,2015-08-23,0.0,0,0,0
377,7,2015-08-23,0.0,0,0,0
378,7,2015-08-23,0.0,0,0,0
379,7,2015-08-23,0.0,0,0,1
380,7,2015-08-23,0.0,0,0,0
383,7,2015-08-23,0.0,0,0,1
385,7,2015-08-23,0.0,0,0,0
386,7,2015-08-23,0.0,0,0,0
387,7,2015-08-23,0.0,0,0,0
388,7,2015-08-23,0.0,0,0,0
389,7,2015-08-23,0.0,0,0,0
391,7,2015-08-23,0.0,0,0,0
392,7,2015-08-23,0.0,0,0,0
393,7,2015-08-23,0.0,0,0,0
394,7,2015-08-23,0.0,0,0,1
395,7,2015-08-23,0.0,0,0,0
397,7,2015-08-23,0.0,0,0,0
398,7,2015-08-23,0.0,0,0,0
399,7,2015-08-23,0.0,0,0,0
403,7,2015-08-23,0.0,0,0,0
404,7,2015-08-23,0.0,0,0,0
405,7,2015-08-23,0.0,0,0,0
406,7,2015-08-23,0.0,0,0,0
407,7,2015-08-23,0.0,0,0,0
408,7,2015-08-23,0.0,0,0,0
409,7,2015-08-23,0.0,0,0,1
410,7,2015-08-23,0.0,0,0,0
411,7,2015-08-23,0.0,0,0,1
412,7,2015-08-23,0.0,0,0,0
413,7,2015-08-23,0.0,0,0,0
414,7,2015-08-23,0.0,0,0,1
415,7,2015-08-23,0.0,0,0,0
416,7,2015-08-23,0.0,0,0,0
417,7,2015-08-23,0.0,0,0,0
418,7,2015-08-23,0.0,0,0,0
420,7,2015-08-23,0.0,0,0,0
421,7,2015-08-23,0.0,0,0,0
422,7,2015-08-23,0.0,0,0,0
424,7,2015-08-23,0.0,0,0,0
425,7,2015-08-23,0.0,0,0,0
426,7,2015-08-23,0.0,0,0,0
427,7,2015-08-23,0.0,0,0,0
428,7,2015-08-23,0.0,0,0,0
429,7,2015-08-23,0.0,0,0,0
430,7,2015-08-23,0.0,0,0,0
431,7,2015-08-23,0.0,0,0,0
432,7,2015-08-23,0.0,0,0,0
433,7,2015-08-23,1.0,0,0,0
434,7,2015-08-23,0.0,0,0,0
435,7,2015-08-23,0.0,0,0,0
440,7,2015-08-23,0.0,0,0,0
441,7,2015-08-23,0.0,0,0,0
442,7,2015-08-23,0.0,0,0,0
445,7,2015-08-23,0.0,0,0,0
446,7,2015-08-23,0.0,0,0,0
447,7,2015-08-23,0.0,0,0,0
448,7,2015-08-23,0.0,0,0,0
449,7,2015-08-23,0.0,0,0,1
450,7,2015-08-23,0.0,0,0,0
451,7,2015-08-23,0.0,0,0,1
452,7,2015-08-23,0.0,0,0,0
453,7,2015-08-23,1.0,0,0,0
455,7,2015-08-23,0.0,0,0,0
456,7,2015-08-23,0.0,0,0,0
457,7,2015-08-23,0.0,0,0,0
458,7,2015-08-23,0.0,0,0,1
459,7,2015-08-23,0.0,0,0,0
461,7,2015-08-23,0.0,0,0,0
463,7,2015-08-23,0.0,0,0,0
465,7,2015-08-23,0.0,0,0,1
466,7,2015-08-23,0.0,0,0,0
467,7,2015-08-23,0.0,0,0,0
468,7,2015-08-23,0.0,0,0,0
470,7,2015-08-23,0.0,0,0,0
471,7,2015-08-23,0.0,0,0,0
472,7,2015-08-23,0.0,0,0,0
473,7,2015-08-23,0.0,0,0,0
475,7,2015-08-23,0.0,0,0,0
477,7,2015-08-23,0.0,0,0,0
481,7,2015-08-23,0.0,0,0,1
484,7,2015-08-23,0.0,0,0,0
485,7,2015-08-23,0.0,0,0,0
486,7,2015-08-23,0.0,0,0,0
487,7,2015-08-23,0.0,0,0,0
488,7,2015-08-23,0.0,0,0,0
490,7,2015-08-23,0.0,0,0,0
491,7,2015-08-23,0.0,0,0,0
492,7,2015-08-23,0.0,0,0,0
493,7,2015-08-23,0.0,0,0,0
495,7,2015-08-23,0.0,0,0,0
497,7,2015-08-23,0.0,0,0,1
498,7,2015-08-23,0.0,0,0,0
499,7,2015-08-23,0.0,0,0,0
500,7,2015-08-23,0.0,0,0,0
501,7,2015-08-23,0.0,0,0,0
502,7,2015-08-23,0.0,0,0,1
504,7,2015-08-23,0.0,0,0,1
505,7,2015-08-23,0.0,0,0,0
506,7,2015-08-23,0.0,0,0,0
507,7,2015-08-23,0.0,0,0,0
508,7,2015-08-23,0.0,0,0,0
509,7,2015-08-23,0.0,0,0,1
510,7,2015-08-23,0.0,0,0,0
511,7,2015-08-23,0.0,0,0,1
512,7,2015-08-23,1.0,0,0,0
514,7,2015-08-23,0.0,0,0,0
515,7,2015-08-23,0.0,0,0,0
516,7,2015-08-23,0.0,0,0,0
517,7,2015-08-23,0.0,0,0,1
518,7,2015-08-23,0.0,0,0,0
519,7,2015-08-23,0.0,0,0,0
520,7,2015-08-23,0.0,0,0,0
521,7,2015-08-23,0.0,0,0,0
522,7,2015-08-23,0.0,0,0,0
524,7,2015-08-23,1.0,0,0,0
527,7,2015-08-23,0.0,0,0,0
528,7,2015-08-23,0.0,0,0,0
529,7,2015-08-23,0.0,0,0,0
530,7,2015-08-23,1.0,0,0,0
531,7,2015-08-23,0.0,0,0,0
532,7,2015-08-23,0.0,0,0,0
533,7,2015-08-23,0.0,0,0,0
534,7,2015-08-23,0.0,0,0,0
535,7,2015-08-23,0.0,0,0,0
536,7,2015-08-23,0.0,0,0,0
537,7,2015-08-23,0.0,0,0,0
538,7,2015-08-23,0.0,0,0,0
539,7,2015-08-23,0.0,0,0,0
540,7,2015-08-23,0.0,0,0,0
541,7,2015-08-23,0.0,0,0,0
542,7,2015-08-23,0.0,0,0,0
543,7,2015-08-23,0.0,0,0,1
545,7,2015-08-23,0.0,0,0,0
547,7,2015-08-23,0.0,0,0,0
548,7,2015-08-23,0.0,0,0,1
549,7,2015-08-23,0.0,0,0,0
550,7,2015-08-23,0.0,0,0,1
551,7,2015-08-23,0.0,0,0,0
552,7,2015-08-23,0.0,0,0,1
553,7,2015-08-23,0.0,0,0,0
554,7,2015-08-23,0.0,0,0,0
555,7,2015-08-23,0.0,0,0,0
557,7,2015-08-23,0.0,0,0,0
558,7,2015-08-23,0.0,0,0,0
561,7,2015-08-23,0.0,0,0,0
562,7,2015-08-23,1.0,0,0,1
563,7,2015-08-23,0.0,0,0,0
564,7,2015-08-23,0.0,0,0,0
565,7,2015-08-23,0.0,0,0,0
566,7,2015-08-23,0.0,0,0,0
567,7,2015-08-23,0.0,0,0,0
568,7,2015-08-23,0.0,0,0,1
570,7,2015-08-23,0.0,0,0,0
571,7,2015-08-23,0.0,0,0,0
572,7,2015-08-23,0.0,0,0,0
573,7,2015-08-23,0.0,0,0,0
574,7,2015-08-23,0.0,0,0,0
575,7,2015-08-23,0.0,0,0,0
577,7,2015-08-23,0.0,0,0,0
578,7,2015-08-23,1.0,0,0,0
579,7,2015-08-23,0.0,0,0,0
580,7,2015-08-23,0.0,0,0,0
581,7,2015-08-23,0.0,0,0,0
582,7,2015-08-23,0.0,0,0,1
584,7,2015-08-23,0.0,0,0,1
585,7,2015-08-23,0.0,0,0,0
586,7,2015-08-23,0.0,0,0,0
587,7,2015-08-23,0.0,0,0,0
588,7,2015-08-23,0.0,0,0,0
589,7,2015-08-23,0.0,0,0,1
590,7,2015-08-23,0.0,0,0,0
591,7,2015-08-23,0.0,0,0,0
592,7,2015-08-23,0.0,0,0,0
593,7,2015-08-23,0.0,0,0,0
597,7,2015-08-23,0.0,0,0,0
598,7,2015-08-23,0.0,0,0,0
600,7,2015-08-23,0.0,0,0,0
601,7,2015-08-23,0.0,0,0,1
602,7,2015-08-23,0.0,0,0,1
603,7,2015-08-23,0.0,0,0,0
604,7,2015-08-23,0.0,0,0,0
605,7,2015-08-23,0.0,0,0,0
610,7,2015-08-23,0.0,0,0,0
611,7,2015-08-23,0.0,0,0,0
612,7,2015-08-23,0.0,0,0,0
615,7,2015-08-23,0.0,0,0,1
616,7,2015-08-23,0.0,0,0,0
618,7,2015-08-23,0.0,0,0,1
619,7,2015-08-23,0.0,0,0,0
620,7,2015-08-23,0.0,0,0,0
621,7,2015-08-23,0.0,0,0,0
622,7,2015-08-23,0.0,0,0,0
623,7,2015-08-23,0.0,0,0,0
624,7,2015-08-23,0.0,0,0,0
625,7,2015-08-23,0.0,0,0,0
627,7,2015-08-23,0.0,0,0,1
628,7,2015-08-23,0.0,0,0,1
629,7,2015-08-23,0.0,0,0,0
631,7,2015-08-23,0.0,0,0,0
632,7,2015-08-23,0.0,0,0,0
633,7,2015-08-23,0.0,0,0,0
636,7,2015-08-23,0.0,0,0,0
637,7,2015-08-23,0.0,0,0,0
638,7,2015-08-23,0.0,0,0,0
639,7,2015-08-23,0.0,0,0,0
640,7,2015-08-23,0.0,0,0,0
641,7,2015-08-23,0.0,0,0,0
642,7,2015-08-23,0.0,0,0,0
643,7,2015-08-23,0.0,0,0,0
644,7,2015-08-23,0.0,0,0,0
645,7,2015-08-23,0.0,0,0,0
646,7,2015-08-23,0.0,0,0,0
647,7,2015-08-23,0.0,0,0,0
650,7,2015-08-23,0.0,0,0,0
651,7,2015-08-23,0.0,0,0,0
653,7,2015-08-23,0.0,0,0,0
655,7,2015-08-23,0.0,0,0,0
656,7,2015-08-23,0.0,0,0,1
657,7,2015-08-23,0.0,0,0,0
658,7,2015-08-23,0.0,0,0,0
659,7,2015-08-23,0.0,0,0,1
660,7,2015-08-23,0.0,0,0,0
661,7,2015-08-23,0.0,0,0,1
662,7,2015-08-23,0.0,0,0,1
663,7,2015-08-23,0.0,0,0,0
665,7,2015-08-23,0.0,0,0,1
666,7,2015-08-23,0.0,0,0,0
667,7,2015-08-23,0.0,0,0,0
669,7,2015-08-23,0.0,0,0,0
670,7,2015-08-23,0.0,0,0,0
671,7,2015-08-23,0.0,0,0,0
673,7,2015-08-23,0.0,0,0,0
674,7,2015-08-23,0.0,0,0,0
675,7,2015-08-23,0.0,0,0,0
676,7,2015-08-23,1.0,0,0,1
677,7,2015-08-23,0.0,0,0,0
678,7,2015-08-23,0.0,0,0,0
680,7,2015-08-23,0.0,0,0,0
681,7,2015-08-23,0.0,0,0,0
684,7,2015-08-23,0.0,0,0,0
685,7,2015-08-23,0.0,0,0,0
687,7,2015-08-23,0.0,0,0,0
689,7,2015-08-23,0.0,0,0,1
690,7,2015-08-23,0.0,0,0,0
691,7,2015-08-23,0.0,0,0,0
692,7,2015-08-23,0.0,0,0,0
693,7,2015-08-23,0.0,0,0,1
694,7,2015-08-23,0.0,0,0,0
695,7,2015-08-23,0.0,0,0,0
696,7,2015-08-23,0.0,0,0,0
697,7,2015-08-23,0.0,0,0,0
699,7,2015-08-23,0.0,0,0,1
700,7,2015-08-23,0.0,0,0,1
701,7,2015-08-23,0.0,0,0,0
702,7,2015-08-23,0.0,0,0,0
703,7,2015-08-23,0.0,0,0,0
705,7,2015-08-23,0.0,0,0,0
706,7,2015-08-23,0.0,0,0,0
707,7,2015-08-23,0.0,0,0,0
710,7,2015-08-23,0.0,0,0,0
711,7,2015-08-23,0.0,0,0,0
712,7,2015-08-23,0.0,0,0,0
713,7,2015-08-23,0.0,0,0,0
714,7,2015-08-23,0.0,0,0,0
716,7,2015-08-23,0.0,0,0,0
717,7,2015-08-23,0.0,0,0,0
718,7,2015-08-23,0.0,0,0,1
719,7,2015-08-23,0.0,0,0,0
720,7,2015-08-23,0.0,0,0,0
721,7,2015-08-23,0.0,0,0,0
722,7,2015-08-23,0.0,0,0,1
723,7,2015-08-23,0.0,0,0,1
724,7,2015-08-23,0.0,0,0,0
725,7,2015-08-23,0.0,0,0,0
727,7,2015-08-23,0.0,0,0,1
728,7,2015-08-23,0.0,0,0,0
729,7,2015-08-23,0.0,0,0,0
731,7,2015-08-23,0.0,0,0,0
732,7,2015-08-23,1.0,0,0,0
733,7,2015-08-23,1.0,0,0,0
734,7,2015-08-23,0.0,0,0,0
736,7,2015-08-23,0.0,0,0,0
737,7,2015-08-23,0.0,0,0,0
738,7,2015-08-23,0.0,0,0,0
739,7,2015-08-23,0.0,0,0,0
740,7,2015-08-23,0.0,0,0,1
741,7,2015-08-23,0.0,0,0,1
742,7,2015-08-23,0.0,0,0,0
744,7,2015-08-23,0.0,0,0,0
746,7,2015-08-23,0.0,0,0,1
748,7,2015-08-23,0.0,0,0,0
749,7,2015-08-23,0.0,0,0,0
750,7,2015-08-23,0.0,0,0,0
751,7,2015-08-23,0.0,0,0,0
752,7,2015-08-23,0.0,0,0,0
753,7,2015-08-23,0.0,0,0,0
756,7,2015-08-23,0.0,0,0,0
757,7,2015-08-23,0.0,0,0,0
758,7,2015-08-23,0.0,0,0,0
759,7,2015-08-23,0.0,0,0,0
762,7,2015-08-23,0.0,0,0,0
763,7,2015-08-23,0.0,0,0,0
764,7,2015-08-23,0.0,0,0,0
765,7,2015-08-23,0.0,0,0,0
766,7,2015-08-23,0.0,0,0,0
767,7,2015-08-23,0.0,0,0,0
768,7,2015-08-23,0.0,0,0,0
769,7,2015-08-23,1.0,0,0,0
770,7,2015-08-23,0.0,0,0,0
771,7,2015-08-23,0.0,0,0,0
772,7,2015-08-23,0.0,0,0,0
773,7,2015-08-23,0.0,0,0,1
774,7,2015-08-23,0.0,0,0,0
775,7,2015-08-23,0.0,0,0,0
776,7,2015-08-23,0.0,0,0,0
777,7,2015-08-23,0.0,0,0,0
778,7,2015-08-23,0.0,0,0,0
782,7,2015-08-23,0.0,0,0,0
784,7,2015-08-23,0.0,0,0,0
785,7,2015-08-23,0.0,0,0,0
789,7,2015-08-23,0.0,0,0,0
790,7,2015-08-23,0.0,0,0,1
791,7,2015-08-23,0.0,0,0,0
792,7,2015-08-23,0.0,0,0,0
793,7,2015-08-23,0.0,0,0,0
795,7,2015-08-23,0.0,0,0,0
796,7,2015-08-23,0.0,0,0,0
797,7,2015-08-23,0.0,0,0,0
799,7,2015-08-23,0.0,0,0,0
800,7,2015-08-23,0.0,0,0,0
801,7,2015-08-23,0.0,0,0,0
802,7,2015-08-23,0.0,0,0,0
803,7,2015-08-23,0.0,0,0,1
804,7,2015-08-23,0.0,0,0,0
805,7,2015-08-23,0.0,0,0,0
806,7,2015-08-23,0.0,0,0,0
807,7,2015-08-23,0.0,0,0,1
809,7,2015-08-23,0.0,0,0,0
810,7,2015-08-23,0.0,0,0,0
811,7,2015-08-23,0.0,0,0,0
813,7,2015-08-23,0.0,0,0,0
815,7,2015-08-23,0.0,0,0,0
816,7,2015-08-23,0.0,0,0,0
818,7,2015-08-23,0.0,0,0,1
819,7,2015-08-23,0.0,0,0,0
820,7,2015-08-23,0.0,0,0,0
822,7,2015-08-23,0.0,0,0,0
823,7,2015-08-23,0.0,0,0,0
824,7,2015-08-23,0.0,0,0,0
825,7,2015-08-23,0.0,0,0,0
826,7,2015-08-23,0.0,0,0,0
829,7,2015-08-23,0.0,0,0,1
831,7,2015-08-23,0.0,0,0,0
832,7,2015-08-23,0.0,0,0,1
833,7,2015-08-23,0.0,0,0,0
835,7,2015-08-23,0.0,0,0,0
837,7,2015-08-23,0.0,0,0,1
840,7,2015-08-23,0.0,0,0,1
842,7,2015-08-23,0.0,0,0,0
844,7,2015-08-23,0.0,0,0,0
845,7,2015-08-23,0.0,0,0,0
846,7,2015-08-23,0.0,0,0,0
847,7,2015-08-23,0.0,0,0,0
848,7,2015-08-23,0.0,0,0,0
849,7,2015-08-23,0.0,0,0,1
850,7,2015-08-23,0.0,0,0,0
851,7,2015-08-23,0.0,0,0,0
852,7,2015-08-23,0.0,0,0,1
853,7,2015-08-23,0.0,0,0,0
855,7,2015-08-23,0.0,0,0,0
856,7,2015-08-23,0.0,0,0,0
857,7,2015-08-23,0.0,0,0,1
858,7,2015-08-23,0.0,0,0,0
859,7,2015-08-23,0.0,0,0,0
860,7,2015-08-23,0.0,0,0,0
861,7,2015-08-23,0.0,0,0,0
862,7,2015-08-23,0.0,0,0,0
863,7,2015-08-23,1.0,0,0,0
864,7,2015-08-23,0.0,0,0,0
865,7,2015-08-23,0.0,0,0,0
866,7,2015-08-23,0.0,0,0,1
867,7,2015-08-23,1.0,0,0,0
868,7,2015-08-23,0.0,0,0,1
871,7,2015-08-23,0.0,0,0,1
872,7,2015-08-23,0.0,0,0,0
874,7,2015-08-23,0.0,0,0,1
875,7,2015-08-23,0.0,0,0,0
877,7,2015-08-23,0.0,0,0,0
879,7,2015-08-23,0.0,0,0,0
880,7,2015-08-23,0.0,0,0,0
881,7,2015-08-23,0.0,0,0,0
882,7,2015-08-23,0.0,0,0,0
883,7,2015-08-23,0.0,0,0,0
884,7,2015-08-23,0.0,0,0,0
885,7,2015-08-23,0.0,0,0,0
886,7,2015-08-23,0.0,0,0,0
887,7,2015-08-23,0.0,0,0,1
888,7,2015-08-23,0.0,0,0,0
890,7,2015-08-23,0.0,0,0,0
891,7,2015-08-23,0.0,0,0,0
893,7,2015-08-23,0.0,0,0,0
894,7,2015-08-23,0.0,0,0,0
895,7,2015-08-23,0.0,0,0,0
896,7,2015-08-23,0.0,0,0,0
897,7,2015-08-23,0.0,0,0,0
900,7,2015-08-23,0.0,0,0,0
901,7,2015-08-23,0.0,0,0,0
902,7,2015-08-23,0.0,0,0,0
903,7,2015-08-23,0.0,0,0,0
904,7,2015-08-23,0.0,0,0,0
905,7,2015-08-23,0.0,0,0,0
906,7,2015-08-23,0.0,0,0,1
907,7,2015-08-23,0.0,0,0,0
908,7,2015-08-23,0.0,0,0,1
909,7,2015-08-23,0.0,0,0,0
911,7,2015-08-23,0.0,0,0,0
912,7,2015-08-23,0.0,0,0,0
